fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.2,0.51,0.14,1.9,0.056,High,34,Low,Normal,0.57,11.5,Fine
6.4,0.36,0.53,2.2,0.23,High,35,Low,Normal,0.93,12.4,Fine
6.4,0.38,0.14,2.2,0.038,High,25,Low,Normal,0.65,11.1,Fine
7.3,0.69,0.32,2.2,0.069,Unknown,104,Medium,Normal,0.51,9.5,Decent
6,0.58,0.2,2.4,0.075,High,50,Low,Very Basic,0.67,12.5,Fine
5.6,0.31,0.78,13.9,0.074,Unknown,92,High,Normal,0.48,10.5,Fine
7.5,0.52,0.4,2.2,0.06,Medium,20,Low,Normal,0.64,11.8,Fine
8,0.3,0.63,1.6,0.081,High,29,Medium,Normal,0.78,10.8,Fine
6.2,0.7,0.15,5.1,0.076,Medium,27,Medium,Very Basic,0.6,11.9,Fine
6.8,0.67,0.15,1.8,0.118,Medium,20,Low,Normal,0.67,11.3,Fine
6.2,0.56,0.09,1.7,0.053,Unknown,32,Low,Very Basic,0.6,11.3,Decent
7.4,0.35,0.33,2.4,0.068,Medium,26,Low,Normal,0.6,11.9,Fine
6.2,0.56,0.09,1.7,0.053,Unknown,32,Low,Very Basic,0.6,11.3,Decent
6.1,0.715,0.1,2.6,0.053,Medium,27,Low,Very Basic,0.5,11.9,Decent
6.2,0.46,0.29,2.1,0.074,Unknown,98,Medium,Normal,0.62,9.8,Decent
6.7,0.32,0.44,2.4,0.061,Unknown,34,Low,Normal,0.8,11.6,Good
7.2,0.39,0.44,2.6,0.066,Unknown,48,Low,Normal,0.84,11.5,Fine
7.5,0.31,0.41,2.4,0.065,Unknown,60,Low,Normal,0.85,11.4,Fine
5.8,0.61,0.11,1.8,0.066,High,28,Low,Very Basic,0.66,10.9,Fine
7.2,0.66,0.33,2.5,0.068,Unknown,102,Low,Normal,0.78,12.8,Fine
6.6,0.725,0.2,7.8,0.073,Unknown,79,High,Normal,0.54,9.2,Decent
6.3,0.55,0.15,1.8,0.077,Unknown,35,Low,Normal,0.82,11.6,Fine
5.4,0.74,0.09,1.7,0.089,High,26,Low,Unknown,0.56,11.6,Fine
6.3,0.51,0.13,2.3,0.076,Unknown,40,Medium,Normal,0.75,11,Fine
6.8,0.62,0.08,1.9,0.068,Unknown,38,Medium,Normal,0.82,9.5,Fine
6.2,0.6,0.08,2,0.09,Unknown,44,Low,Normal,0.58,10.5,Decent
5.9,0.55,0.1,2.2,0.062,Unknown,51,Low,Very Basic,0.76,11.2,Fine
6.3,0.51,0.13,2.3,0.076,Unknown,40,Medium,Normal,0.75,11,Fine
5.9,0.645,0.12,2,0.075,Unknown,44,Low,Very Basic,0.71,10.2,Decent
6,0.31,0.47,3.6,0.067,High,42,Low,Normal,0.66,11,Fine
